""	"Prot"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"YPT52"	"YPT52"	-2.95332734419219	10.3820666045893	-6.05645746326901	0.00140546098566895	0.0513406630647304	-0.617901298381472
"CSE1"	"CSE1"	-2.51776078684586	9.81748813951328	-5.9286911720799	0.00155487167926855	0.0551757321614726	-0.71273736687981
"KTR1"	"KTR1"	-2.23231626296564	9.57429350160631	-5.76348819872975	0.00177633338157135	0.0621466495749749	-0.854373129041983
"POR2"	"POR2"	-1.3247756205342	7.74532657747402	-5.69944004837719	0.00187191686660417	0.064581131897844	-0.937513780790771
"MRPL17"	"MRPL17"	2.05827262877292	9.09709671568966	5.6461523867443	0.00195601857668472	0.0665582211573268	-0.985700022366181
"MIM2"	"MIM2"	-2.59261621656373	9.69283169836274	-5.51591859161986	0.00218070811723044	0.0732010670702758	-1.08263313823956
"IRR1"	"IRR1"	-1.04479872375484	8.63537773320045	-5.36470922050444	0.00248017175328484	0.082143288468794	-1.15827536145667
"SRB7"	"SRB7"	-1.28473934014214	8.04168005120907	-5.29776268264713	0.00262781357392802	0.0858880120741736	-1.25931717098773
"LEU2"	"LEU2"	1.19345078776426	15.4091766485644	5.25424971536512	0.00272923683193945	0.0880444713056831	-1.32767029026163
"BNA1"	"BNA1"	-3.08197527622134	9.89075036959119	-5.17976193933447	0.00291357089892994	0.0926507913798952	-1.39868409914497
"APE1"	"APE1"	-1.08252651727742	12.2316732636638	-5.16698291717573	0.00294662339734771	0.0926507913798952	-1.41483281010171
"ISW1"	"ISW1"	2.28125238477558	9.75419352709411	5.09369645461195	0.00314476820129129	0.0962932076468531	-1.48016361394982
"RPC82"	"RPC82"	2.4479842718955	9.53258412983559	5.09695823531196	0.00313562811741358	0.0962932076468531	-1.4803436537309
"PHB2"	"PHB2"	1.21287383109592	12.2750428978759	5.08166097029746	0.00317876128302816	0.0962932076468531	-1.49949661749678
"MET17"	"MET17"	-1.56776218278165	14.7575577518179	-4.92149011156008	0.00367410730780453	0.1099576211155	-1.67905418413922
"SRX1"	"SRX1"	1.12456310305522	7.4422023129067	4.7682409600292	0.0042332129133155	0.123709422078538	-1.76259972202028
"MPD1"	"MPD1"	-1.76551401597306	7.16836824625944	-4.82903153379379	0.00400043717310268	0.118298642118894	-1.77285962064938
"HMX1"	"HMX1"	2.52985909677259	9.05629249690219	4.34445503086047	0.00636730732386775	0.159761529217045	-1.85894772319346
"VTI1"	"VTI1"	2.90320422185911	9.92561398594838	4.69227554621807	0.00454636008362918	0.131276413343895	-1.88691617291895
