wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YDR050C	12.8698412306921	12.8313975826206	12.8455578608835	13.197301844409	13.3289742593654	13.1035491099483	13.254785254307	13.0771461670025	13.0313024138587	12.9363867799998
YDR051C	8.84692360410079	8.81601819939748	8.89615841937029	9.00837676081286	9.07677085398293	8.91154427096183	9.11764128617127	8.89629898683068	8.88018937240681	8.78077887290389
YDR052C	7.7354405599662	7.47813591808143	7.63325171666127	7.61895847949499	7.58059424838823	7.60684496644404	7.62019412857945	7.61960056770774	7.6515732012701	7.83049594106474
YDR053W	0.118808594810085	3.11918437929104e-05	0.125122079062749	0.10686632663732	0.122310294893447	0.190329334074611	0.0347546422627992	0.278460480755236	0.0282839704612347	0.184497829570511
YDR054C	8.87933459365218	8.79053074197341	8.77447120560908	8.76495387797506	8.78554274253161	8.712458912985	8.73934619280601	8.94542333294978	8.93885302997455	8.99826688704657
YDR055W	10.4906301314765	10.5375797756519	10.5784575747723	10.8670000415841	10.7051607334097	10.7284764296916	10.5243836237741	11.4509772925449	11.4136267043603	11.0921198895271
YDR056C	8.78776526104166	8.76116419960595	8.80455173226182	8.82002165688686	8.95895720130872	8.85420604299749	8.97878979480018	8.91849829789517	8.86142508289003	8.77447943044477
YDR057W	8.2837220876452	8.22723549174292	8.19729574016937	8.29064568588334	8.12746554692691	8.21826460738598	8.17606815372169	8.17292208038633	8.24463053595867	8.21297826670459
YDR058C	7.60478653686781	7.52581476641676	7.41093198895842	7.77747526924868	7.70529912660367	7.67581835545772	7.7300530145771	7.35260751673938	7.56086382188749	7.60990892222241
YDR059C	8.53949322645845	8.48895049024267	8.45634206954164	8.61757015806392	8.54096333496215	8.53279536520646	8.49393182467402	8.46728311688462	8.31926640432495	8.34976648130197
YDR060W	8.71558584457464	8.86296746093533	9.16144727876345	8.94109345618177	9.06792100201805	9.04262428817891	9.17834053272132	9.04884330900443	9.0793523848685	8.88247172192624
YDR061W	9.11672112928299	9.05654777659429	9.09945374683184	9.18738959816949	9.26727511711442	9.26531485777677	9.27275029080339	9.24564708653783	9.26745458298432	9.26895803778103
YDR062W	9.22771035125939	9.24289230572612	9.34867330536765	9.33097662779643	9.38201700436554	9.19459406534121	9.36315263117681	9.42612540237198	9.35883043875589	9.32781412761929
YDR063W	8.74169653845605	8.66880578796651	8.73233215443349	8.88229521931597	8.95001201509526	8.87074761063756	8.9442789403845	8.75683243595011	8.73398019616413	8.65114346244064
YDR064W	10.2697255881933	10.2671240563744	10.4979833847453	10.3777142016098	10.5435873172526	10.3824995053128	10.551393827726	10.553384321348	10.4844703452829	10.3677308507594
YDR065W	6.07748833825505	6.24468668269524	6.10039544025633	5.80176529924945	6.12161570405938	6.22226383913395	6.12611728379176	6.4317186662274	6.32850244028608	6.53015572031967
YDR066C	6.52917991367763	6.46977610070172	6.56816614327145	6.56335075528071	6.59857171463112	6.52175474285791	6.64433190587003	6.676072704024	6.63581685737666	6.61655890169093
YDR067C	8.59361138698832	8.46890392927154	8.35555288014269	8.30285724912167	8.26005605379165	8.35803890643408	8.21137100466033	8.07063384395419	8.06218257047496	8.05609078136244
YDR068W	9.42529769802765	9.49407063533215	9.50688293127829	9.4450228223255	9.64170366652236	9.55206789405089	9.70836179757028	9.52274264200646	9.52792300485583	9.49229209743713
YDR069C	8.14358677690153	8.10862508894153	8.03084542494981	8.09351463981232	7.95146003171678	8.0719277604198	8.00162604448804	8.01311544250116	8.23342027641442	8.3701252869987
YDR070C	8.63704596536587	8.60702904003177	8.34176234839924	9.54170866958976	9.02766811365374	9.25963937332904	8.68874657198344	8.29644808663605	8.44551460586481	8.45082056569375
YDR071C	9.46506531464539	9.43013075444933	9.37573939561554	9.49357722334961	9.46536502576497	9.51577378013107	9.63845353947125	9.65111789099185	9.59988220593597	9.70316876439705
YDR072C	9.47043656365184	9.39700231406515	9.34022970651877	9.46925392135619	9.37632327741627	9.39693082065149	9.31090291825826	9.48672068908178	9.34788941243441	9.35067560296732
YDR073W	6.76976776189088	6.83722763771822	6.67411308841838	7.05358201290502	6.73081262784228	6.8306020292653	6.71483196287393	6.77270947617336	6.66439989497419	6.72094291882502
YDR074W	10.9783465702589	11.0665246055062	10.8422846024269	11.1597529978473	10.9118036394993	11.023988333218	10.8681253159915	11.0148520346506	11.0917097471307	11.4176677981374
YDR075W	6.97001999731459	6.90244368152213	6.95596459422827	6.7716412312663	6.7694288177863	6.74116664914783	6.77940320435386	6.90200193534329	6.83447638764056	6.6915160263099
YDR076W	7.27741582936879	7.15913746303693	7.09743121066022	7.17829044878251	7.09644413055943	7.16585755827642	7.07972613565843	6.84943498323294	6.89267007018601	6.98577125060574
YDR077W	13.7105078301091	13.7940074082111	13.7006320897782	13.6650836918461	13.6565476049419	13.4885980593416	13.4019620555482	13.9161986657406	13.8346957876501	13.7459667216469
YDR078C	6.97906237153163	6.8757750099651	6.80946210624932	7.07142129480557	6.98542190104255	7.02801358341058	7.01022933741836	6.65568769523414	6.68453762319358	6.66408387143046
YDR079W	7.44324721009097	7.41394404557283	7.45394865971854	7.63753649632635	7.63718024170307	7.69764476437513	7.8229568022144	7.59440870454209	7.68090447017051	7.59943086690257
YDR079C-A	6.79170137317363	6.79143683211898	6.86996962257018	7.01872793771381	6.99895004127075	7.04036816465153	7.03359061142894	6.84351215136664	6.84014046208065	6.68520741932971
YDR080W	8.91262072269214	8.82589095402183	8.68864880361308	8.50347112721006	8.36297701268475	8.47234751998059	8.26634371410971	8.27593633064296	8.29192096886097	8.39214894004901
YDR081C	8.30732445007665	8.31015150896053	8.1890513059905	8.13254700574012	8.0592549048573	8.09583771017691	7.98506654143582	8.08406880415379	8.01220970549694	8.0652183887662
YDR082W	8.08721343405421	8.04697046930164	7.96370187800916	7.81712743019809	7.80575707556197	7.83471088087807	7.85422982935354	7.72461732675425	7.91109106340243	8.00386149444773
YDR083W	7.11913006783347	7.33871519092245	7.49554604967008	7.37865485010646	7.51321202287189	7.42324488194151	7.70540453971279	7.63471749078091	7.69163152806055	7.44468526685153
YDR084C	7.24711462459631	7.22372141952141	7.30916890492187	7.41272793461786	7.32827242184537	7.41667030403337	7.29806654075901	7.33865767044158	7.38753739176705	7.17143018919038
YDR085C	9.99243591308795	10.0095065193695	9.82345353477902	9.96269743682482	9.69237891176571	9.84533591009059	9.72315966582866	9.76535092675872	9.75101560914554	9.89142382496361
YDR086C	9.37017246820677	9.25930293792952	9.28382189438018	9.36260880796302	9.37472571934704	9.31345894393242	9.35153482647551	9.36057906316609	9.29683570353583	9.19725552647542
YDR087C	8.25713147482623	8.30599795993391	8.51276597966982	8.5133289382342	8.62684067706638	8.65498130408075	8.79314251686621	8.66836532158171	8.74519416677713	8.62819542581365
YDR088C	8.49924243412784	8.50407798271857	8.55648109560338	8.6580744541014	8.56392175454627	8.51689546393534	8.59795773831305	8.55286429362739	8.57808879716021	8.67366669157401
YDR089W	8.56723538578515	8.43619757077519	8.34818370993101	8.34692664475296	8.21720525452825	8.27307215031328	8.39772710484964	7.99539650341174	8.01736111951128	8.21534900982647
YDR090C	8.03991493680848	7.87608836398198	7.88542354020055	7.72919872694922	7.74556311364754	7.66877801959656	7.60148667016627	7.69369243893195	7.71212775096417	7.80014066486918
YDR091C	8.21980833127683	8.25989858105182	8.29664584849049	7.96495888777505	8.11624576750499	8.18237571411771	8.2204493036271	8.39418781343772	8.34358725256528	8.19942540417603
YDR092W	8.264600225281	8.27495627941062	8.29516826895897	8.44567152041702	8.3600541189569	8.29751900804818	8.23159950324681	8.27390249129494	8.28273804855337	8.24207118240238
YDR093W	8.69497543964923	8.71442602781125	8.85199760418175	8.63534185083405	8.74849898590062	8.70685261134678	8.55137582357766	8.57650556137123	8.64828844512862	8.60854220239922
YDR094W	0	0	0	0	0	0	0	0	0	0
YDR095C	2.91576767421257	3.09855751838866	3.03797145975935	2.91813484267692	3.16162045905647	3.21288043972122	3.01652008334405	2.84390980539149	2.84506359459999	2.71214008367976
YDR096W	8.09315682627837	8.12341824923344	7.96694207780812	8.05217602615111	7.81054320936226	7.95609426571556	7.9368194424459	7.88733601877706	7.85204739617618	8.03267334457707
YDR097C	7.66848766318855	7.7300942588257	7.73002964208683	7.66223955788052	7.76120246843143	7.78602317761227	7.78444368560694	8.02158563367567	7.94360662753344	7.94415514842463
YDR098C	9.80656086138391	9.73158233214221	9.82524071390601	9.72863068385154	9.85764875222274	9.87471288897379	10.0511994046303	9.92849513571003	9.88778897587571	9.8940615866042
YDR099W	10.581267224281	10.5704265056665	10.414840068758	10.4921342367375	10.4115764696784	10.4216191053221	10.3985400657428	10.6296597739827	10.5789504110816	10.6707399496672
YDR100W	7.79570447952823	7.62026813507118	7.42778006473619	7.82220492586946	7.40238799404654	7.63617464648577	7.45954152776576	7.33084738637465	7.44360378521334	7.43926547719822
YDR101C	8.49587743385348	8.57306840601872	8.62795172451526	8.55785414453805	8.64487664835087	8.65379637114384	8.69459969793296	8.78446114325069	8.75696643909955	8.52546598949261
YDR102C	2.8071196840248	3.1261978605754	2.77563338748608	3.04201650001084	2.65602686691231	2.95737795052674	2.86284227446755	3.108546996735	3.06736181556092	3.2549421514217
YDR103W	9.43884146611333	9.4587226481546	9.52792881985892	9.42754029233726	9.43440688680134	9.61286639690625	9.42634353121385	9.43629694270391	9.57130927312086	9.6682660894422
YDR104C	8.38748150024717	8.41003950169775	8.46574832810514	8.28120251821274	8.36007664943931	8.30731095477439	8.39986225957641	8.2855166900373	8.43566032322444	8.49853331659851
YDR105C	9.04020433265041	9.01897189117643	9.04630594216795	9.01112313972653	8.91098784234896	8.92531167254642	8.80287607882525	8.62487783816463	8.70004211928668	8.70978825296596
YDR106W	5.66352157714229	5.5432028197451	5.62984109889914	5.50874813885242	5.35826704373503	5.33548044960604	5.37393971725282	5.00665372331111	5.17042285949297	5.06433574758334
YDR107C	7.83509932622838	7.62424119220565	7.506749001891	7.55415658823306	7.3472554437302	7.44150728797594	7.35819125735071	7.14132435831913	7.28972988409464	7.33042411134381
YDR108W	7.53848463643131	7.41157685950591	7.33896524113938	7.35822699589072	7.11034826359171	7.236063778831	7.07852601696979	7.09500206074135	7.16447556760419	7.1770138048916
YDR109C	8.53748648398866	8.54598113320639	8.5950139817279	8.39746400174549	8.38832122737327	8.46174072101045	8.49415831290389	8.35027034185631	8.43529393135659	8.49536445461518
YDR110W	8.5230143511696	8.57773421763703	8.51443322288827	8.49640873194499	8.41777840373923	8.50205464400332	8.41790134565111	8.29089894152146	8.29093150264658	8.32402711256664
YDR111C	7.76854027349109	7.61414416313246	7.6231265624873	7.59180092142988	7.61881096878413	7.60193778845366	7.63357393881885	7.36367551450264	7.44725286198233	7.44794881567729
YDR112W	0.837754130508536	0.78405565734607	0.766760286048917	1.11716862182504	0.763057192465012	0.897546145820009	1.07051943855036	0.828597454413019	1.05644082222037	0.813748901333842
YDR113C	7.06738602057975	7.11254460272937	7.11960336544981	7.08442766170604	7.11940831028062	7.08803276719063	7.32964090663724	7.2498102926149	7.13885832993582	7.34226661668494
YDR114C	1.64531661126307	1.55791409831455	1.52032279067401	1.68124869082443	1.51434907195943	1.68264369969522	1.50974675895553	1.62995616075067	1.42433338154464	1.4045810788432
YDR115W	6.63360403501683	6.69331995060135	6.52980296398102	6.76946463989114	6.81162900145239	6.71683114546442	6.8009762720213	6.88391845713801	6.84948287591002	6.9112289563345
YDR116C	7.62952467782267	7.59203022158196	7.57089481481526	7.73251404525744	7.76029984408206	7.68595278454164	7.74319249104357	7.90853522209662	7.82936048999539	7.83326658050477
YDR117C	8.43940383265888	8.37697190224219	8.42164140622094	8.2053537693542	8.29710269454063	8.23912431213944	8.26372785643048	8.33724038354242	8.3314810706145	8.40988176723332
YDR118W	7.02828707501846	6.89414780303984	6.98591690507927	6.85933535161105	6.86513014876575	6.8784249016337	6.74779711400684	6.68956746858274	6.63157775336918	6.86802901130557
YDR118W-A	2.01313613887096	2.07204524538525	1.90199909896204	2.03823130891423	1.759883102117	1.98043970323107	1.82282959470639	1.86978702075693	1.80578084584912	1.90599518044964
YDR119W	8.80230245993542	8.75678939991132	8.7371512828766	8.63246129897239	8.62029851782541	8.6425780293586	8.61255948318679	8.45251927181785	8.5349827323982	8.51684112939988
YDR119W-A	8.90000421895041	8.70013834383384	8.21382382973689	9.30929087156195	8.49584441893452	8.81731136205256	8.17871466338355	7.92235884752519	7.91069123548253	7.92079623333135
YDR120C	9.1514206609543	9.29432987691262	9.37826182350006	8.99297053612832	9.04576319864847	8.98417228506498	9.02982347923538	8.87422514103049	8.88698013883896	8.72779834489104
YDR121W	7.74951852460093	7.80535870221827	7.96926918986	8.08930974975199	8.03348685757816	8.00907290353852	8.13243359971415	7.87620238770101	7.81137661732657	7.78582910467475
YDR122W	9.91348950129564	9.91474804084255	9.90918831763194	10.0558677408538	9.97921464813242	9.9702645288477	9.94459199026863	9.77750517796303	9.68780036959242	9.78228338411543
YDR123C	8.05445542188273	8.08102852929048	8.11583557440654	7.92967148560537	7.89371133972573	7.95164047313002	7.81117332352003	8.09645107208741	8.24540375272608	8.23032381165667
YDR124W	7.69742111602804	7.66304164206483	7.60229440965522	7.57785631008923	7.37861224209904	7.43309664980705	7.50510055236347	7.27093833440864	7.48886396223454	7.4309018468253
YDR125C	7.35395253452385	7.31784394706397	7.32322980754166	7.04585872561672	6.97890138758969	7.07296490527708	7.13313052168608	7.09788984702556	7.15151545328681	7.07544134333427
YDR126W	10.1466378222312	10.0095652352552	10.1090761279873	9.98372815062242	9.80773466028166	9.79101052154699	9.633205408506	9.20080354160488	9.1956688717423	9.03428014712584
YDR127W	12.0808185239454	12.073175323771	12.1359172525608	12.1408831168927	12.0942709299841	12.057134838602	12.0720338849775	11.6520624834626	11.7031251147781	11.5624563583461
YDR128W	9.27172231793046	9.2995961734744	9.30120216841587	9.13665856242389	9.11157663094314	9.18806998572296	9.18521306040308	9.0885286851291	9.12318714594294	9.18347961550089
YDR129C	11.4865420203107	11.4752695874754	11.4573181683572	11.600900425807	11.6545503430691	11.6393508864785	11.6986222152697	11.4079486240033	11.4578832202931	11.4404344851756
YDR130C	7.54717850889856	7.55871949625157	7.60600078934877	7.63643648552307	7.70477541437328	7.65256996147609	7.75328555460859	7.70429712444023	7.68495630006698	7.72858048229484
YDR131C	7.3707983799578	7.24131203983833	7.22618673110671	7.16350243955618	6.97112570225841	7.20069519537805	7.0539987289339	7.06884534173493	7.21407818778388	7.21272158884085
YDR132C	7.45178388864503	7.40473912263228	7.15162338881137	7.21855572048661	7.19960045446146	7.34865067451254	7.26585487362115	7.22565955905091	7.43880595215479	7.50112932850649
YDR133C	9.56703065000103	9.54849922208542	9.12209739713932	9.68707941216218	9.33112470394402	9.22637622756804	8.8631132971918	8.94309886563114	8.96170305901819	9.069747432455
YDR135C	10.8625048436337	10.8703372824596	10.8538978042206	10.8537986632648	10.898276635383	10.8765061973358	10.8049894708583	10.734590075765	10.7748552980083	10.7375374278126
YDR136C	1.5470931722165	1.57994341478054	1.19708394914271	1.58345740418601	1.26799749381745	1.51916167070903	1.26409653059287	1.25063042144118	1.25121141112274	1.16058568508807
YDR137W	8.7733517912346	8.71442983820186	8.71619006351524	8.63064660607668	8.66425056417122	8.6581449006466	8.68636511310028	8.55875424195348	8.64332472391398	8.69217569669424
YDR138W	7.89544399081169	7.93268059243652	7.89504230111184	7.64170240643861	7.52614390251221	7.60703631651279	7.58628573160198	7.66821560991746	7.5825627400645	7.56021002738888
YDR139C	7.37661931578517	7.43738173427578	7.4379234267493	7.29870632226133	7.38111804784557	7.28582679630494	7.36912654656206	7.55430206355653	7.7243222024825	7.44758956000093
YDR140W	7.86105488308059	7.75474887133858	7.80636367365231	7.82178327782645	7.72961449345966	7.71547989735399	7.86863899798799	7.71060826206899	7.63723259069199	7.74637828135751
YDR141C	9.05926573774832	8.99270708719087	8.95096784750659	8.8943167072998	8.84459047357513	9.00184651630031	9.00256257797237	8.93785611065332	8.97002099701498	9.07897595845347
YDR142C	7.65413055726644	7.49941243127244	7.52466751614757	7.46890377059777	7.35847044852694	7.43765383351993	7.25904261311808	7.42118042798812	7.41195681520397	7.57871958792027
YDR143C	7.3270904773084	7.34244343749127	7.33425409918756	7.21151401667177	7.188620002887	7.19840368434914	7.08379368224709	7.3396633203321	7.26140633396569	7.2170239188889
YDR144C	6.86975168746389	6.83544670066171	7.09739760196532	6.74404790057474	6.98871856253178	7.0973846379085	7.06740528791603	7.02979773060716	7.05132423206149	7.03960361462886
YDR145W	8.65524631955839	8.61242549782247	8.60004174170491	8.51269195441724	8.56575472385936	8.51986875316109	8.57233174974422	8.69664832024168	8.67883899246762	8.71399007845929
YDR146C	7.94021164993611	7.83531091718915	7.90204835703524	8.09520596537343	7.95503106383015	7.9071183189911	8.11606816819909	8.05206200619214	7.98171165755287	8.11211970329318
YDR147W	8.53461898917097	8.36314135585341	8.42315767131792	8.1994467629023	8.14582460459295	8.25163232364028	8.24816073178076	8.16599990548908	8.11959116430036	8.12049777080934
YDR148C	9.77165743119193	9.78140977203827	9.6154395024352	9.90544824797309	9.96335382576205	9.91458393051388	9.98158679584762	9.81101732388907	9.870588074927	9.82081877340527
YDR149C	-1.14377842705914	-1.34221381851846	-1.32137481789831	-1.33089731370522	-1.32294380103882	-1.33063192645079	-1.32413366809487	-1.32811039414912	-1.14687981259665	-1.33311636123683
YDR150W	9.720201317441	9.76200048805599	9.73477678753945	9.74421311298535	9.75494026263529	9.73857738067157	9.77826926013527	9.709940249411	9.68459768728381	9.66904050633333
YDR151C	8.77997436516014	8.75947442019797	8.62985832671634	8.92692348281851	8.77790323622309	8.95488919658379	8.74753626129277	8.93360136088217	9.18508227355943	9.45998024625264
YDR152W	8.57776619442405	8.56322130680939	8.66478858334027	8.63732975708172	8.58778983605326	8.72586620803074	8.64831318361603	8.85182850589664	8.91797107684685	8.91505291107951
YDR153C	8.82238346242802	8.76706465135284	8.8144593827987	8.75289439279628	8.70996190570439	8.74649437212628	8.78698370909397	8.7891639830931	8.7567678703036	8.68603781372525
YDR154C	6.26081494453935	6.23952035997302	6.1539603562585	6.6042654202783	6.4859113852634	6.42177567170445	6.4391375140001	6.13827138580575	6.16756750909347	5.95497494507886
YDR155C	11.2258008744453	11.1992071345013	11.1114034233649	11.3944902162783	11.4415810741807	11.2200784948119	11.2170070830332	11.2488493161347	11.256289087556	11.1570225308034
YDR156W	7.19039020690956	7.09127961052874	7.18133880119502	7.58667927051068	7.39602412574933	7.26029160081201	7.05246882297237	7.41501487018032	7.26527831724779	7.28664029614284
YDR157W	2.70972614254883	2.64774885824888	2.55898158893198	3.08491468502801	2.77468218647083	2.96018506351111	2.96656889259187	3.3061544018131	3.1530715393056	2.93962193556462
YDR158W	12.1666001462218	12.0480803218401	12.0050365386388	12.0607639823249	12.0161189010065	11.9686463082289	11.960334011276	11.6387505711391	11.7157629172728	11.6129944586362
YDR159W	8.27705373191467	8.36223769568999	8.36854499898738	8.27114698886851	8.30687444911546	8.26687150133171	8.2010690306782	8.18946366817317	8.26355151055297	8.26868160672825
YDR160W	8.35378336078914	8.35286070454506	8.26970530689832	8.04613750205535	8.18173613404628	8.25964687163497	8.33902558105891	8.22608520755778	8.20829098618	8.21975541624977
YDR161W	8.30364290814912	8.36109605971271	8.51047062629259	8.53138043190406	8.61992440853438	8.62894176877316	8.74750388152953	8.57708021140237	8.66499368009265	8.52757378962993
YDR162C	8.4295544906018	8.32950675311957	8.41065809424958	8.28477924194878	8.23062663981416	8.25260579241523	8.20640943217385	8.17722318688747	8.12948619033987	8.06387377322207
YDR163W	7.99482115261112	8.00336102870166	8.20340277941141	8.01382003199073	7.94115170893589	8.03880311715856	8.00506521832339	7.93995755576128	7.86014669669567	7.81098091184176
YDR164C	8.09773932154379	8.22047073735984	8.09659567347594	8.05463020671577	8.11086327338402	8.12175715881057	8.15174899473408	8.2418799850092	8.23370445627097	8.33755041291676
YDR165W	7.73510500883367	7.75986956749153	7.88444663875749	7.79482982917883	7.72113273226297	7.79322922779511	7.80006605964961	7.78457566199399	7.68503582650117	7.54282224252545
YDR166C	8.28014842386577	8.19071737778245	8.26477403884778	8.08859411865948	8.09203226458438	8.25699487005457	8.15029497413628	8.1693551641611	8.1530903730361	8.31545751911084
YDR167W	8.26725197979433	8.32785456750155	8.40659116557959	8.68258704057041	8.57988509333954	8.45891255455984	8.4866181914244	8.26007154397948	8.23714447518612	8.19102433750727
YDR168W	9.10421912063566	9.11208818366674	9.00717567596774	8.93273172460772	8.95739199621064	9.09144464326118	9.09605227028963	9.25954709241871	9.20254968426995	9.31809443936699
YDR169C	8.41552568838745	8.49280096327028	8.52182083680597	8.39808456146521	8.39775010848497	8.38044878441385	8.34697126893383	8.56464450633747	8.64428473797226	8.78986755576903
YDR169C-A	2.8103062266061	2.72799332777015	2.88532668647013	2.86119092109476	2.9706913685514	2.86327937721548	2.86518341421188	2.83573810985437	2.78840570009683	2.79805612168446
YDR170C	10.0921698463045	10.1876767367117	10.2098910159879	10.2516843928586	10.351775104371	10.1736508603228	10.305673206069	10.1592259649806	10.1793763542573	10.1984645859981
YDR171W	12.689279752971	12.7283426761575	12.6144767201204	13.0855877332406	12.9131611999988	13.0356281506616	12.7844152350448	13.2760955177328	13.3191173291566	13.578922858599
YDR172W	11.1041243757815	11.1209662501758	11.2004115664102	11.5172812567111	11.2695934676593	11.2202521976375	11.2731079513945	12.2620706402108	12.1170590268458	12.1590444790821
YDR173C	10.1285289241952	10.0227335447084	10.0217843213119	10.4910938949825	10.1760966208491	10.1778847933612	10.1684028500951	10.8920747747307	10.7267933248419	10.7651500681451
YDR174W	9.69477814912197	9.71968651167619	9.77439455382617	9.79889514158514	9.79746491906589	9.66330062942938	9.83116559632026	9.71944912986125	9.65841152023354	9.68111683765516
YDR175C	8.60034332278935	8.67370264331758	8.70353562794661	8.78965675296162	8.83594665256135	8.75454151026903	9.04763763407762	8.77435510061326	8.86285192427758	8.84397571576618
YDR176W	8.83661970146729	8.77181265225133	8.87431662134931	8.95546220163094	8.85941737461137	8.82420838663548	8.93112427225697	8.76827479688425	8.81651525447162	8.86286540205722
YDR177W	9.80690992504712	9.82817780844142	9.8591621696291	10.1523267229479	10.1577349082057	9.98906387434724	10.1641110800439	9.8983775677655	9.86641183421449	9.8362542333236
YDR178W	9.02835413493052	9.08931183923309	8.92444048954529	9.04951663678413	8.98767858893087	9.01094027120467	8.96659933238639	9.17316550634842	9.17570980182555	9.17003049071831
YDR179C	5.83347871083169	5.75634061662686	5.53981804621961	5.59658747265582	5.58141536218636	5.84866461404381	5.82051985326675	5.88297816711952	5.91431779345683	6.10658976598921
YDR179W-A	7.03663917869501	6.92620396143638	6.81800781570854	6.72288801814138	6.6753676589984	6.76612417488183	6.50754550381378	6.62245916498981	6.85332640555228	6.84032041258512
YDR180W	7.31950156392317	7.30871445271611	7.25323671574536	7.04834091888943	6.9093580960369	7.1509115560192	7.22214106536906	7.02142228782905	7.03899101239668	7.15715245771943
YDR181C	7.7610639678996	7.78514971375597	7.75099309114617	7.61153765912375	7.68632484583024	7.61840320382186	7.75184716208908	7.74199441893159	7.77734278853515	7.83815490249526
YDR182W	8.53627557536101	8.52254618555635	8.46305939485191	8.36185683970638	8.41674219912866	8.42474763877662	8.49237048891656	8.5103255043923	8.56188098891744	8.59796130044485
YDR182W-A	4.51691723733898	4.26359499305622	4.44075428913292	4.58266698362043	4.11635642349102	4.37896745636204	4.30613599811454	4.03790409010006	3.97653874347572	4.02193659384088
YDR183W	6.83669798193062	6.98111678386007	6.95631127438609	6.93047366248154	7.02547765724145	6.92394792216069	7.05582693085358	6.99919940989382	7.11019726818678	7.06868920125043
YDR183C-A	3.13628399641888	3.14409256014767	3.11733671100865	2.9545079453049	3.19605522402044	3.32814039580945	3.2715728325177	2.97414763182834	3.15458805500191	3.15159463742131
YDR184C	6.84224063776304	6.83234418109753	6.82427660888723	6.76871768126321	6.6845783523686	6.98103754287202	6.76847270312595	7.20866901036924	7.16680056880193	7.16856364686385
YDR185C	6.71571811178143	6.57436815807718	6.63111281546096	6.78870625119532	6.63070880078975	6.68536678480509	6.55706558610355	6.58663817313672	6.49940511031302	6.3460469514147
YDR186C	9.90389758096508	9.94988546042301	9.85199719939131	9.85055848925392	9.76916046681927	9.80908144733992	9.65562716280713	9.81024608056706	9.8769517631848	9.95822000535074
YDR187C	2.96433527997031	2.99982958433244	3.17128079273851	2.67968570251053	2.682188687816	2.73048950495547	2.50846574778056	2.48668212717993	2.54293897121425	2.51190480409576
YDR188W	9.69315958231251	9.69347886905637	9.74888428135794	9.7580259779204	9.74535847381876	9.658639836593	9.69392281980006	9.71131363181314	9.6293274636785	9.57620353206573
YDR189W	8.82099234993094	8.80648345117552	8.798036493831	8.85272092980085	8.9264072665307	8.89688128199918	8.96279739930615	8.93125032965665	8.94970782704559	8.99139341653436
YDR190C	9.00567211676204	8.99130618237575	9.02020925409274	9.08611295822907	9.09548701093028	9.05463256697832	9.15464520311169	9.2269176025029	9.17645141822625	9.11467689142228
YDR191W	6.59508452059937	6.54673881194267	6.53786747865609	6.5780643150714	6.5705523248462	6.42606209362452	6.56188461699902	6.64177358014939	6.75050572885103	6.76322722278309
YDR192C	6.47050161929154	6.3259514725313	6.46928874032586	6.57696338151913	6.56346925173042	6.36442099175425	6.432851846951	6.67117831260868	6.60066997530454	6.59796942183449
YDR193W	-1.51386767068125	-1.53126343970863	-1.60093258416744	-1.61045507997436	-1.51197008995498	-1.61018969271992	-1.60369143436401	-1.60766816041825	-1.60750053357174	-1.61267412750596
YDR194C	9.64700695061305	9.66577375781725	9.62500690435582	9.48641388660061	9.55839833823867	9.55618004643041	9.81090466165518	9.72094187229332	9.59024969597717	9.61866917643503
YDR194W-A	-0.255063850588771	-0.117756035730798	-0.250325527801747	-0.178111715095498	-0.164963709670925	-0.177643258234121	-0.254072345993983	-0.0876787761070782	-0.2595594968734	-0.0975537536564953
YDR195W	8.18281233833886	8.13482758873923	8.24485325455303	8.03769439210671	8.03423377408639	8.06519220617554	8.13747025837981	8.04494644336056	7.95707988241799	8.057309698712
YDR196C	8.83737151331931	8.82415768185465	8.84581187037131	8.90047332717222	8.82803451677067	8.89543324105172	8.96377469385846	8.75317653315697	8.80193632153844	8.7495845948836
YDR197W	7.57593197104667	7.58642560327381	7.54891681897465	7.56439558816191	7.5504294980789	7.64873135625331	7.54892914953654	7.47853581467872	7.50666227386093	7.55170312649909
YDR198C	7.5298251941819	7.48740385045479	7.43418886422239	7.35027494805188	7.39052238973047	7.50315219125252	7.35226780822558	7.36101112481753	7.4444363759902	7.39271604002475
YDR199W	1.970862429002	1.80444351915361	1.65848137008095	1.68452176387819	1.65215936511749	1.55195199695642	1.64729269068179	1.63057664471643	2.0704678400544	1.4735001817888
YDR200C	7.14658146433043	7.15518230220129	7.12665513767098	7.00966228657425	6.86900917437695	6.93375630833277	7.10800749894801	7.11839228495249	7.04993745600867	7.31732195140759
YDR201W	6.64584226699168	6.48900015641988	6.74108439573555	6.57103365622537	6.62262429247035	6.77310356464109	6.78933755814227	6.6657464327521	6.65555384984316	6.66683096244361
YDR202C	8.23177241794885	8.2272342660508	8.1175699504306	8.39366961198108	8.11114703272899	8.36733165970984	8.16483074147082	8.25564138809454	8.3985609284182	8.44610857098058
YDR203W	-2.16337061934745	-2.18076638837484	-2.15990405548067	-2.16942655128758	-2.16147303862118	-2.07862968668017	-2.16266290567723	-2.16663963173148	-2.16647200488497	-2.17164559881919
YDR204W	9.20694402510516	9.19777618785373	9.22302218891363	9.46074491544243	9.5416913778048	9.4570834042724	9.41900752742289	9.28732970666715	9.31343870792625	9.32828717567467
